Exchange Date,Bid,Ask,High,Low,Open,Refresh Rate,BidNet,UK Pound Sterling/US Dollar FX Spot Rate | Price History                                          26-Jan-2022 16:32
16-Mar-2007,1.9411,1.9416,1.9504,1.9355,1.9361,40569,+0.0044,
15-Mar-2007,1.9367,1.9371,1.9393,1.9306,1.9350,42650,+0.0015,
14-Mar-2007,1.9352,1.9355,1.9373,1.9210,1.9287,49782,+0.0069,
13-Mar-2007,1.9283,1.9288,1.9354,1.9270,1.9324,41174,-0.0045,
12-Mar-2007,1.9328,1.9331,1.9433,1.9251,1.9327,38713,+0.0014,
09-Mar-2007,1.9314,1.9318,1.9341,1.9265,1.9283,36912,+0.0034,
08-Mar-2007,1.9280,1.9286,1.9352,1.9270,1.9323,40350,-0.0042,
07-Mar-2007,1.9322,1.9327,1.9359,1.9256,1.9314,46065,+0.0015,
06-Mar-2007,1.9307,1.9312,1.9321,1.9181,1.9204,47031,+0.0090,
05-Mar-2007,1.9217,1.9222,1.9453,1.9182,1.9434,47154,-0.0214,
02-Mar-2007,1.9431,1.9436,1.9587,1.9410,1.9581,41545,-0.0155,
01-Mar-2007,1.9586,1.9590,1.9652,1.9553,1.9636,43971,-0.0052,
28-Feb-2007,1.9638,1.9643,1.9645,1.9515,1.9617,45069,+0.0028,
27-Feb-2007,1.9610,1.9614,1.9673,1.9590,1.9631,43842,-0.0022,
26-Feb-2007,1.9632,1.9636,1.9661,1.9606,1.9637,36187,0.0000,
23-Feb-2007,1.9632,1.9637,1.9652,1.9535,1.9564,36303,+0.0072,
22-Feb-2007,1.9560,1.9564,1.9601,1.9460,1.9540,39745,+0.0017,
21-Feb-2007,1.9543,1.9546,1.9591,1.9485,1.9551,42823,-0.0010,
20-Feb-2007,1.9553,1.9558,1.9577,1.9477,1.9513,42139,+0.0041,
19-Feb-2007,1.9512,1.9516,1.9566,1.9430,1.9544,30702,+0.0009,
16-Feb-2007,1.9503,1.9507,1.9539,1.9461,1.9513,40352,-0.0024,
15-Feb-2007,1.9527,1.9531,1.9678,1.9513,1.9619,45914,-0.0097,
14-Feb-2007,1.9624,1.9627,1.9641,1.9452,1.9473,41791,+0.0155,
13-Feb-2007,1.9469,1.9473,1.9525,1.9400,1.9474,41401,-0.0011,
12-Feb-2007,1.9480,1.9485,1.9567,1.9437,1.9479,38201,-0.0021,
09-Feb-2007,1.9501,1.9505,1.9602,1.9455,1.9583,57711,-0.0077,
08-Feb-2007,1.9578,1.9582,1.9729,1.9541,1.9701,43790,-0.0122,
07-Feb-2007,1.9700,1.9703,1.9734,1.9673,1.9707,35638,-0.0006,
06-Feb-2007,1.9706,1.9710,1.9721,1.9585,1.9599,38480,+0.0109,
05-Feb-2007,1.9597,1.9601,1.9669,1.9534,1.9669,37633,-0.0070,
02-Feb-2007,1.9667,1.9671,1.9749,1.9636,1.9666,34711,-0.0006,
01-Feb-2007,1.9673,1.9676,1.9737,1.9619,1.9649,41136,+0.0036,
31-Jan-2007,1.9637,1.9641,1.9669,1.9480,1.9624,45890,+0.0010,
30-Jan-2007,1.9627,1.9632,1.9696,1.9596,1.9605,42331,+0.0033,
29-Jan-2007,1.9594,1.9596,1.9616,1.9547,1.9599,39595,-0.0004,
26-Jan-2007,1.9598,1.9603,1.9681,1.9556,1.9646,43838,-0.0039,
25-Jan-2007,1.9637,1.9641,1.9733,1.9624,1.9687,48041,-0.0042,
24-Jan-2007,1.9679,1.9684,1.9830,1.9641,1.9812,48844,-0.0139,
23-Jan-2007,1.9818,1.9821,1.9917,1.9750,1.9760,47148,+0.0058,
22-Jan-2007,1.9760,1.9764,1.9787,1.9715,1.9740,38634,+0.0023,
19-Jan-2007,1.9737,1.9742,1.9771,1.9694,1.9740,43957,-0.0004,
18-Jan-2007,1.9741,1.9744,1.9779,1.9634,1.9700,45413,+0.0045,
17-Jan-2007,1.9696,1.9701,1.9724,1.9600,1.9612,41973,+0.0085,
16-Jan-2007,1.9611,1.9614,1.9705,1.9589,1.9644,41664,-0.0041,
15-Jan-2007,1.9652,1.9656,1.9670,1.9568,1.9596,34069,+0.0066,
12-Jan-2007,1.9586,1.9590,1.9608,1.9424,1.9449,43268,+0.0127,
11-Jan-2007,1.9459,1.9463,1.9538,1.9316,1.9325,46731,+0.0143,
10-Jan-2007,1.9316,1.9320,1.9422,1.9315,1.9394,46023,-0.0077,
09-Jan-2007,1.9393,1.9396,1.9456,1.9372,1.9378,41697,+0.0019,
08-Jan-2007,1.9374,1.9378,1.9404,1.9259,1.9303,41541,+0.0075,
05-Jan-2007,1.9299,1.9304,1.9444,1.9262,1.9429,46323,-0.0129,
04-Jan-2007,1.9428,1.9431,1.9530,1.9394,1.9511,45380,-0.0077,
03-Jan-2007,1.9505,1.9509,1.9751,1.9479,1.9735,47454,-0.0228,
02-Jan-2007,1.9733,1.9739,1.9742,1.9585,1.9585,33565,+0.0149,
01-Jan-2007,1.9584,1.9588,1.9591,1.9579,1.9589,13,-0.0004,
29-Dec-2006,1.9588,1.9593,1.9670,1.9565,1.9625,40534,-0.0035,
28-Dec-2006,1.9623,1.9628,1.9679,1.9553,1.9562,40073,+0.0056,
27-Dec-2006,1.9567,1.9570,1.9633,1.9525,1.9538,40714,+0.0026,
26-Dec-2006,1.9541,1.9545,1.9612,1.9513,1.9612,20812,-0.0070,
25-Dec-2006,1.9611,1.9616,1.9611,1.9553,1.9595,6301,+0.0016,
22-Dec-2006,1.9595,1.9600,1.9681,1.9558,1.9611,39336,-0.0012,
21-Dec-2006,1.9607,1.9611,1.9698,1.9556,1.9646,43433,-0.0042,
20-Dec-2006,1.9649,1.9654,1.9748,1.9617,1.9683,50941,-0.0034,
19-Dec-2006,1.9683,1.9688,1.9701,1.9461,1.9483,47204,+0.0205,
18-Dec-2006,1.9478,1.9483,1.9579,1.9432,1.9526,43710,-0.0041,
15-Dec-2006,1.9519,1.9525,1.9664,1.9498,1.9602,48754,-0.0095,
14-Dec-2006,1.9614,1.9619,1.9713,1.9577,1.9669,47989,-0.0059,
13-Dec-2006,1.9673,1.9676,1.9729,1.9604,1.9705,45868,-0.0034,
12-Dec-2006,1.9707,1.9712,1.9713,1.9568,1.9569,44568,+0.0139,
11-Dec-2006,1.9568,1.9573,1.9594,1.9464,1.9515,45548,+0.0033,
08-Dec-2006,1.9535,1.9538,1.9729,1.9511,1.9630,43396,-0.0106,
07-Dec-2006,1.9641,1.9644,1.9711,1.9609,1.9660,45679,-0.0025,
06-Dec-2006,1.9666,1.9668,1.9738,1.9616,1.9729,44513,-0.0071,
05-Dec-2006,1.9737,1.9741,1.9821,1.9676,1.9807,46093,-0.0055,
04-Dec-2006,1.9792,1.9797,1.9840,1.9723,1.9763,45427,-0.0001,
01-Dec-2006,1.9793,1.9798,1.9847,1.9632,1.9661,52202,+0.0142,
30-Nov-2006,1.9651,1.9653,1.9699,1.9446,1.9462,56422,+0.0196,
29-Nov-2006,1.9455,1.9458,1.9545,1.9432,1.9517,62101,-0.0071,
28-Nov-2006,1.9526,1.9529,1.9534,1.9365,1.9372,56701,+0.0152,
27-Nov-2006,1.9374,1.9377,1.9465,1.9304,1.9464,43768,+0.0058,
24-Nov-2006,1.9316,1.9321,1.9350,1.9144,1.9155,48664,+0.0163,
23-Nov-2006,1.9153,1.9158,1.9171,1.9126,1.9150,42059,+0.0005,
22-Nov-2006,1.9148,1.9151,1.9168,1.8983,1.8988,43994,+0.0156,
21-Nov-2006,1.8992,1.8995,1.9004,1.8956,1.8974,37757,+0.0028,
20-Nov-2006,1.8964,1.8969,1.8988,1.8930,1.8949,35044,+0.0009,
17-Nov-2006,1.8955,1.8958,1.8967,1.8834,1.8876,39615,+0.0069,
16-Nov-2006,1.8886,1.8890,1.8932,1.8848,1.8890,41580,-0.0002,
15-Nov-2006,1.8888,1.8893,1.8969,1.8834,1.8953,44435,-0.0071,
14-Nov-2006,1.8959,1.8961,1.9050,1.8922,1.9010,41932,-0.0049,
13-Nov-2006,1.9008,1.9010,1.9152,1.8994,1.9102,41202,-0.0104,
10-Nov-2006,1.9112,1.9117,1.9180,1.9048,1.9049,49096,+0.0066,
09-Nov-2006,1.9046,1.9051,1.9085,1.8972,1.9051,39843,-0.0003,
08-Nov-2006,1.9049,1.9051,1.9096,1.9005,1.9055,42622,-0.0005,
07-Nov-2006,1.9054,1.9057,1.9123,1.8968,1.8971,45853,+0.0084,
06-Nov-2006,1.8970,1.8973,1.9028,1.8947,1.9023,39708,-0.0039,
03-Nov-2006,1.9009,1.9012,1.9120,1.8973,1.9082,40677,-0.0073,
02-Nov-2006,1.9082,1.9085,1.9106,1.9030,1.9087,45040,0.0000,
01-Nov-2006,1.9082,1.9087,1.9137,1.9053,1.9070,41600,+0.0008,
31-Oct-2006,1.9074,1.9077,1.9099,1.8956,1.9011,43484,+0.0052,
30-Oct-2006,1.9022,1.9027,1.9045,1.8952,1.8958,41789,+0.0034,
27-Oct-2006,1.8988,1.8993,1.9003,1.8869,1.8893,39851,+0.0081,
26-Oct-2006,1.8907,1.8911,1.8926,1.8774,1.8774,43114,+0.0129,
25-Oct-2006,1.8778,1.8783,1.8801,1.8719,1.8724,41243,+0.0047,
24-Oct-2006,1.8731,1.8734,1.8769,1.8672,1.8724,36324,-0.0001,
23-Oct-2006,1.8732,1.8736,1.8829,1.8684,1.8829,34284,-0.0106,
20-Oct-2006,1.8838,1.8841,1.8860,1.8753,1.8772,43369,+0.0063,
19-Oct-2006,1.8775,1.8779,1.8801,1.8662,1.8680,48266,+0.0097,
18-Oct-2006,1.8678,1.8681,1.8739,1.8661,1.8696,41632,-0.0025,
17-Oct-2006,1.8703,1.8708,1.8736,1.8606,1.8615,49005,+0.0092,
16-Oct-2006,1.8611,1.8616,1.8647,1.8522,1.8554,42939,+0.0053,
13-Oct-2006,1.8558,1.8563,1.8640,1.8531,1.8585,44394,-0.0033,
12-Oct-2006,1.8591,1.8595,1.8613,1.8534,1.8537,45568,+0.0054,
11-Oct-2006,1.8537,1.8540,1.8588,1.8516,1.8534,45654,-0.0007,
10-Oct-2006,1.8544,1.8549,1.8702,1.8523,1.8671,45271,-0.0130,
09-Oct-2006,1.8674,1.8679,1.8713,1.8633,1.8691,33026,-0.0025,
06-Oct-2006,1.8699,1.8704,1.8881,1.8672,1.8785,41576,-0.0090,
05-Oct-2006,1.8789,1.8794,1.8869,1.8748,1.8866,41070,-0.0075,
04-Oct-2006,1.8864,1.8868,1.8884,1.8776,1.8875,44817,-0.0011,
03-Oct-2006,1.8875,1.8879,1.8903,1.8854,1.8862,40728,+0.0006,
02-Oct-2006,1.8869,1.8874,1.8876,1.8674,1.8746,38409,+0.0148,
29-Sep-2006,1.8721,1.8724,1.8779,1.8631,1.8755,44205,-0.0044,
28-Sep-2006,1.8765,1.8770,1.8917,1.8722,1.8887,46497,-0.0126,
27-Sep-2006,1.8891,1.8894,1.8959,1.8850,1.8941,43890,-0.0052,
26-Sep-2006,1.8943,1.8949,1.9027,1.8928,1.8999,41863,-0.0057,
25-Sep-2006,1.9000,1.9005,1.9074,1.8980,1.9004,37462,+0.0005,
22-Sep-2006,1.8995,1.9000,1.9063,1.8987,1.9020,45309,-0.0020,
21-Sep-2006,1.9015,1.9020,1.9032,1.8861,1.8878,50235,+0.0141,
20-Sep-2006,1.8874,1.8878,1.8929,1.8801,1.8810,47089,+0.0062,
19-Sep-2006,1.8812,1.8817,1.8887,1.8769,1.8799,47027,+0.0010,
18-Sep-2006,1.8802,1.8806,1.8840,1.8732,1.8776,39753,+0.0004,
15-Sep-2006,1.8798,1.8801,1.8881,1.8752,1.8858,40066,-0.0075,
14-Sep-2006,1.8873,1.8875,1.8918,1.8753,1.8767,42597,+0.0108,
13-Sep-2006,1.8765,1.8767,1.8779,1.8708,1.8736,44679,+0.0026,
12-Sep-2006,1.8739,1.8744,1.8772,1.8623,1.8645,45031,+0.0087,
11-Sep-2006,1.8652,1.8657,1.8706,1.8599,1.8652,43495,-0.0004,
08-Sep-2006,1.8656,1.8658,1.8775,1.8626,1.8762,42343,-0.0099,
07-Sep-2006,1.8755,1.8760,1.8870,1.8705,1.8853,43857,-0.0085,
06-Sep-2006,1.8840,1.8845,1.8957,1.8790,1.8934,45364,-0.0101,
05-Sep-2006,1.8941,1.8943,1.9061,1.8911,1.9059,42279,-0.0125,
04-Sep-2006,1.9066,1.9071,1.9081,1.9026,1.9060,30841,-0.0003,
01-Sep-2006,1.9069,1.9074,1.9072,1.8953,1.9037,39796,+0.0027,
31-Aug-2006,1.9042,1.9047,1.9092,1.8992,1.9040,44588,-0.0010,
30-Aug-2006,1.9052,1.9054,1.9061,1.8955,1.8977,38987,+0.0066,
29-Aug-2006,1.8986,1.8990,1.9028,1.8896,1.8932,41007,+0.0053,
28-Aug-2006,1.8933,1.8937,1.8990,1.8859,1.8874,31845,+0.0068,
25-Aug-2006,1.8865,1.8867,1.8916,1.8828,1.8876,40347,-0.0009,
24-Aug-2006,1.8874,1.8876,1.8973,1.8858,1.8929,42038,-0.0056,
23-Aug-2006,1.8930,1.8936,1.8999,1.8861,1.8876,42623,+0.0044,
22-Aug-2006,1.8886,1.8892,1.8950,1.8853,1.8929,47033,-0.0050,
21-Aug-2006,1.8936,1.8941,1.8997,1.8811,1.8811,41990,+0.0109,
18-Aug-2006,1.8827,1.8832,1.8868,1.8774,1.8859,40444,-0.0027,
17-Aug-2006,1.8854,1.8859,1.9008,1.8819,1.8962,41782,-0.0106,
16-Aug-2006,1.8960,1.8963,1.9024,1.8877,1.8937,42553,+0.0022,
15-Aug-2006,1.8938,1.8942,1.8978,1.8852,1.8888,40671,+0.0057,
14-Aug-2006,1.8881,1.8886,1.8951,1.8841,1.8898,39888,-0.0019,
11-Aug-2006,1.8900,1.8905,1.8990,1.8883,1.8937,44385,-0.0034,
10-Aug-2006,1.8934,1.8939,1.9089,1.8865,1.9046,50631,-0.0110,
09-Aug-2006,1.9044,1.9049,1.9112,1.8970,1.9069,50202,-0.0030,
08-Aug-2006,1.9074,1.9079,1.9144,1.9031,1.9056,43679,+0.0014,
07-Aug-2006,1.9060,1.9065,1.9114,1.9043,1.9070,40327,-0.0015,
04-Aug-2006,1.9075,1.9080,1.9129,1.8850,1.8875,48585,+0.0201,
03-Aug-2006,1.8874,1.8879,1.8914,1.8698,1.8765,57170,+0.0106,
02-Aug-2006,1.8768,1.8771,1.8795,1.8728,1.8756,51524,+0.0005,
01-Aug-2006,1.8763,1.8767,1.8765,1.8624,1.8676,49354,+0.0090,
31-Jul-2006,1.8673,1.8678,1.8689,1.8615,1.8626,49160,+0.0031,
28-Jul-2006,1.8642,1.8647,1.8666,1.8540,1.8578,46676,+0.0067,
27-Jul-2006,1.8575,1.8580,1.8675,1.8525,1.8543,50200,+0.0033,
26-Jul-2006,1.8542,1.8545,1.8550,1.8388,1.8399,49079,+0.0149,
25-Jul-2006,1.8393,1.8398,1.8536,1.8383,1.8507,46047,-0.0120,
24-Jul-2006,1.8513,1.8518,1.8595,1.8478,1.8589,39821,-0.0078,
21-Jul-2006,1.8591,1.8594,1.8598,1.8466,1.8478,41050,+0.0112,
20-Jul-2006,1.8479,1.8483,1.8519,1.8413,1.8417,48165,+0.0064,
19-Jul-2006,1.8415,1.8420,1.8441,1.8227,1.8257,46906,+0.0155,
18-Jul-2006,1.8260,1.8263,1.8329,1.8181,1.8194,44644,+0.0074,
17-Jul-2006,1.8186,1.8192,1.8387,1.8174,1.8370,38604,-0.0200,
14-Jul-2006,1.8386,1.8390,1.8450,1.8337,1.8434,42377,-0.0049,
13-Jul-2006,1.8435,1.8440,1.8467,1.8328,1.8342,42920,+0.0091,
12-Jul-2006,1.8344,1.8349,1.8480,1.8308,1.8445,44429,-0.0115,
11-Jul-2006,1.8459,1.8465,1.8473,1.8364,1.8418,45697,+0.0046,
10-Jul-2006,1.8413,1.8418,1.8522,1.8367,1.8501,43539,-0.0089,
07-Jul-2006,1.8502,1.8507,1.8539,1.8353,1.8374,36769,+0.0141,
06-Jul-2006,1.8361,1.8367,1.8409,1.8331,1.8341,41560,+0.0024,
05-Jul-2006,1.8337,1.8342,1.8487,1.8324,1.8440,42093,-0.0110,
04-Jul-2006,1.8447,1.8453,1.8480,1.8411,1.8423,34176,+0.0026,
03-Jul-2006,1.8421,1.8425,1.8488,1.8382,1.8472,40651,-0.0054,
30-Jun-2006,1.8475,1.8480,1.8498,1.8268,1.8269,45298,+0.0201,
29-Jun-2006,1.8274,1.8280,1.8297,1.8088,1.8185,46562,+0.0086,
28-Jun-2006,1.8188,1.8193,1.8240,1.8140,1.8220,41970,-0.0032,
27-Jun-2006,1.8220,1.8226,1.8263,1.8183,1.8232,40760,-0.0020,
26-Jun-2006,1.8240,1.8245,1.8247,1.8160,1.8185,44422,+0.0059,
23-Jun-2006,1.8181,1.8186,1.8312,1.8126,1.8279,42134,-0.0104,
22-Jun-2006,1.8285,1.8289,1.8467,1.8261,1.8455,45257,-0.0168,
21-Jun-2006,1.8453,1.8458,1.8472,1.8407,1.8422,42420,+0.0034,
20-Jun-2006,1.8419,1.8424,1.8459,1.8368,1.8405,46617,+0.0007,
19-Jun-2006,1.8412,1.8418,1.8532,1.8367,1.8518,45774,-0.0091,
16-Jun-2006,1.8503,1.8508,1.8561,1.8467,1.8484,41808,+0.0012,
15-Jun-2006,1.8491,1.8496,1.8547,1.8418,1.8433,46709,+0.0062,
14-Jun-2006,1.8429,1.8434,1.8499,1.8331,1.8346,43281,+0.0099,
13-Jun-2006,1.8330,1.8333,1.8457,1.8314,1.8418,41938,-0.0085,
12-Jun-2006,1.8415,1.8420,1.8469,1.8376,1.8389,35743,+0.0004,
09-Jun-2006,1.8411,1.8416,1.8484,1.8364,1.8435,38736,-0.0030,
08-Jun-2006,1.8441,1.8446,1.8577,1.8367,1.8563,41845,-0.0113,
07-Jun-2006,1.8554,1.8559,1.8648,1.8527,1.8602,48747,-0.0041,
06-Jun-2006,1.8595,1.8600,1.8772,1.8589,1.8725,48192,-0.0130,
05-Jun-2006,1.8725,1.8729,1.8879,1.8715,1.8838,41553,-0.0093,
02-Jun-2006,1.8818,1.8822,1.8860,1.8607,1.8656,46711,+0.0165,
01-Jun-2006,1.8653,1.8656,1.8725,1.8563,1.8710,52566,-0.0042,
31-May-2006,1.8695,1.8700,1.8855,1.8684,1.8834,51811,-0.0150,
30-May-2006,1.8845,1.8848,1.8867,1.8578,1.8585,53956,+0.0250,
29-May-2006,1.8595,1.8600,1.8643,1.8561,1.8577,29860,+0.0003,
26-May-2006,1.8592,1.8594,1.8775,1.8528,1.8752,49489,-0.0139,
25-May-2006,1.8731,1.8737,1.8748,1.8663,1.8687,51056,+0.0057,
24-May-2006,1.8674,1.8680,1.8862,1.8651,1.8794,54333,-0.0122,
23-May-2006,1.8796,1.8801,1.8885,1.8774,1.8861,52501,-0.0071,
22-May-2006,1.8867,1.8871,1.8887,1.8631,1.8771,47323,+0.0090,
19-May-2006,1.8777,1.8782,1.8955,1.8698,1.8951,49672,-0.0175,
18-May-2006,1.8952,1.8955,1.8957,1.8788,1.8805,51105,+0.0131,
17-May-2006,1.8821,1.8826,1.9025,1.8773,1.8882,51459,-0.0059,
16-May-2006,1.8880,1.8885,1.8895,1.8744,1.8791,49229,+0.0087,
15-May-2006,1.8793,1.8799,1.8996,1.8761,1.8963,48724,-0.0140,
12-May-2006,1.8933,1.8938,1.8998,1.8817,1.8818,45388,+0.0114,
11-May-2006,1.8819,1.8824,1.8857,1.8529,1.8646,52411,+0.0176,
10-May-2006,1.8643,1.8648,1.8734,1.8601,1.8668,49051,-0.0027,
09-May-2006,1.8670,1.8675,1.8690,1.8511,1.8577,45855,+0.0092,
08-May-2006,1.8578,1.8583,1.8689,1.8547,1.8623,44607,-0.0013,
05-May-2006,1.8591,1.8595,1.8623,1.8473,1.8525,46224,+0.0070,
04-May-2006,1.8521,1.8524,1.8549,1.8334,1.8422,52060,+0.0091,
03-May-2006,1.8430,1.8433,1.8477,1.8353,1.8393,52811,+0.0029,
02-May-2006,1.8401,1.8404,1.8426,1.8204,1.8237,51692,+0.0145,
01-May-2006,1.8256,1.8261,1.8414,1.8203,1.8235,38486,+0.0003,
28-Apr-2006,1.8253,1.8258,1.8269,1.7998,1.8011,47262,+0.0239,
27-Apr-2006,1.8014,1.8019,1.8045,1.7819,1.7838,44977,+0.0174,
26-Apr-2006,1.7840,1.7845,1.7910,1.7799,1.7876,44963,-0.0035,
25-Apr-2006,1.7875,1.7880,1.7943,1.7824,1.7863,44943,-0.0006,
24-Apr-2006,1.7881,1.7886,1.7931,1.7790,1.7870,47395,+0.0066,
21-Apr-2006,1.7815,1.7820,1.7846,1.7751,1.7780,42857,+0.0032,
20-Apr-2006,1.7783,1.7789,1.7925,1.7754,1.7924,49642,-0.0142,
19-Apr-2006,1.7925,1.7930,1.7935,1.7793,1.7829,51395,+0.0097,
18-Apr-2006,1.7828,1.7831,1.7838,1.7677,1.7703,48089,+0.0129,
17-Apr-2006,1.7699,1.7701,1.7748,1.7529,1.7531,40303,+0.0189,
14-Apr-2006,1.7510,1.7515,1.7534,1.7504,1.7525,11870,-0.0015,
13-Apr-2006,1.7525,1.7530,1.7565,1.7479,1.7501,43218,+0.0024,
12-Apr-2006,1.7501,1.7504,1.7573,1.7458,1.7483,44899,+0.0012,
11-Apr-2006,1.7489,1.7494,1.7494,1.7391,1.7439,40223,+0.0057,
10-Apr-2006,1.7432,1.7435,1.7472,1.7374,1.7425,40292,-0.0001,
07-Apr-2006,1.7433,1.7436,1.7534,1.7392,1.7517,48421,-0.0092,
06-Apr-2006,1.7525,1.7528,1.7596,1.7488,1.7539,48058,-0.0016,
05-Apr-2006,1.7541,1.7546,1.7617,1.7477,1.7547,53260,-0.0005,
04-Apr-2006,1.7546,1.7551,1.7576,1.7367,1.7397,49082,+0.0149,
03-Apr-2006,1.7397,1.7400,1.7404,1.7248,1.7367,46255,+0.0017,
31-Mar-2006,1.7380,1.7384,1.7477,1.7334,1.7462,45223,-0.0088,
30-Mar-2006,1.7468,1.7472,1.7483,1.7332,1.7336,50050,+0.0123,
29-Mar-2006,1.7345,1.7348,1.7443,1.7313,1.7427,46536,-0.0089,
28-Mar-2006,1.7434,1.7439,1.7537,1.7425,1.7465,44163,-0.0030,
27-Mar-2006,1.7464,1.7467,1.7494,1.7413,1.7427,42768,+0.0040,
24-Mar-2006,1.7424,1.7430,1.7444,1.7308,1.7340,41134,+0.0073,
23-Mar-2006,1.7351,1.7356,1.7474,1.7326,1.7467,47580,-0.0121,
22-Mar-2006,1.7472,1.7477,1.7508,1.7450,1.7475,46415,+0.0004,
21-Mar-2006,1.7468,1.7473,1.7568,1.7449,1.7563,47037,-0.0097,
20-Mar-2006,1.7565,1.7568,1.7587,1.7525,1.7560,46075,0.0000,
17-Mar-2006,1.7565,1.7567,1.7580,1.7510,1.7571,46167,-0.0007,
16-Mar-2006,1.7572,1.7577,1.7595,1.7438,1.7474,45954,+0.0098,
15-Mar-2006,1.7474,1.7476,1.7494,1.7418,1.7460,41521,+0.0011,
14-Mar-2006,1.7463,1.7465,1.7484,1.7324,1.7327,45951,+0.0139,
13-Mar-2006,1.7324,1.7327,1.7333,1.7231,1.7259,44129,+0.0059,
10-Mar-2006,1.7265,1.7270,1.7399,1.7228,1.7353,43300,-0.0099,
09-Mar-2006,1.7364,1.7369,1.7412,1.7343,1.7381,47513,-0.0012,
08-Mar-2006,1.7376,1.7380,1.7418,1.7341,1.7357,49588,+0.0016,
07-Mar-2006,1.7360,1.7365,1.7507,1.7328,1.7501,51120,-0.0136,
06-Mar-2006,1.7496,1.7498,1.7624,1.7465,1.7561,49707,-0.0048,
03-Mar-2006,1.7544,1.7547,1.7587,1.7501,1.7539,47952,-0.0004,
02-Mar-2006,1.7548,1.7553,1.7549,1.7431,1.7496,47813,+0.0061,
01-Mar-2006,1.7487,1.7491,1.7594,1.7460,1.7536,47716,-0.0051,
28-Feb-2006,1.7538,1.7543,1.7569,1.7374,1.7399,43499,+0.0147,
27-Feb-2006,1.7391,1.7396,1.7451,1.7373,1.7440,45125,-0.0056,
24-Feb-2006,1.7447,1.7452,1.7536,1.7425,1.7521,49194,-0.0073,
23-Feb-2006,1.7520,1.7525,1.7556,1.7412,1.7435,51691,+0.0091,
22-Feb-2006,1.7429,1.7432,1.7466,1.7372,1.7458,48248,-0.0029,
21-Feb-2006,1.7458,1.7463,1.7475,1.7411,1.7435,52132,+0.0018,
20-Feb-2006,1.7440,1.7445,1.7461,1.7403,1.7411,49970,+0.0025,
17-Feb-2006,1.7415,1.7420,1.7425,1.7329,1.7393,60798,+0.0021,
16-Feb-2006,1.7394,1.7399,1.7417,1.7304,1.7408,59871,-0.0009,
15-Feb-2006,1.7403,1.7408,1.7489,1.7328,1.7363,54893,+0.0041,
14-Feb-2006,1.7362,1.7364,1.7445,1.7276,1.7411,55339,-0.0057,
13-Feb-2006,1.7419,1.7424,1.7448,1.7361,1.7441,51147,-0.0021,
10-Feb-2006,1.7440,1.7444,1.7575,1.7405,1.7408,55422,+0.0031,
09-Feb-2006,1.7409,1.7411,1.7464,1.7372,1.7414,55264,-0.0003,
08-Feb-2006,1.7412,1.7417,1.7474,1.7375,1.7448,53168,-0.0020,
07-Feb-2006,1.7432,1.7438,1.7515,1.7399,1.7477,42254,-0.0041,
06-Feb-2006,1.7473,1.7477,1.7641,1.7432,1.7623,42939,-0.0150,
03-Feb-2006,1.7623,1.7625,1.7810,1.7589,1.7801,36173,-0.0179,
02-Feb-2006,1.7802,1.7805,1.7814,1.7708,1.7734,39730,+0.0063,
01-Feb-2006,1.7739,1.7741,1.7819,1.7723,1.7785,41526,-0.0048,
31-Jan-2006,1.7787,1.7792,1.7858,1.7663,1.7686,42302,+0.0103,
30-Jan-2006,1.7684,1.7689,1.7716,1.7632,1.7685,37407,+0.0009,
27-Jan-2006,1.7675,1.7680,1.7878,1.7664,1.7803,43466,-0.0128,
26-Jan-2006,1.7803,1.7807,1.7890,1.7775,1.7837,40191,-0.0040,
25-Jan-2006,1.7843,1.7846,1.7934,1.7814,1.7849,39992,-0.0007,
24-Jan-2006,1.7850,1.7853,1.7896,1.7803,1.7876,40602,-0.0021,
23-Jan-2006,1.7871,1.7876,1.7875,1.7699,1.7705,41229,+0.0165,
20-Jan-2006,1.7706,1.7711,1.7724,1.7531,1.7599,41808,+0.0113,
19-Jan-2006,1.7593,1.7595,1.7645,1.7523,1.7639,39792,-0.0034,
18-Jan-2006,1.7627,1.7631,1.7704,1.7584,1.7674,39465,-0.0047,
17-Jan-2006,1.7674,1.7679,1.7701,1.7583,1.7676,37327,-0.0010,
16-Jan-2006,1.7684,1.7689,1.7797,1.7638,1.7772,32020,-0.0069,
13-Jan-2006,1.7753,1.7759,1.7781,1.7590,1.7600,45198,+0.0157,
12-Jan-2006,1.7596,1.7599,1.7726,1.7574,1.7639,46438,-0.0040,
11-Jan-2006,1.7636,1.7642,1.7670,1.7514,1.7652,44364,-0.0017,
10-Jan-2006,1.7653,1.7655,1.7701,1.7615,1.7650,39159,+0.0008,
09-Jan-2006,1.7645,1.7648,1.7724,1.7623,1.7687,37973,-0.0054,
06-Jan-2006,1.7699,1.7701,1.7721,1.7510,1.7555,40384,+0.0157,
05-Jan-2006,1.7542,1.7545,1.7590,1.7481,1.7583,50695,-0.0041,
04-Jan-2006,1.7583,1.7586,1.7618,1.7439,1.7453,49566,+0.0135,
03-Jan-2006,1.7448,1.7453,1.7462,1.7184,1.7205,47905,+0.0220,
02-Jan-2006,1.7228,1.7233,1.7247,1.7192,1.7213,14466,+0.0017,
30-Dec-2005,1.7211,1.7217,1.7294,1.7163,1.7245,44335,-0.0027,
29-Dec-2005,1.7238,1.7240,1.7282,1.7159,1.7167,44660,+0.0075,
